Hospital NPI,Hospital Name,Hospital Street Address,Hospital City,Hospital State,Hospital Postal Code
1932138161,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE ST,SUSQUEHANNA,PA,188472771
1194754382,DEPARTMENT OF HEALTH & HUMAN SERVICES PHS IHS,425 7TH ST NW,CASS LAKE,MN,566333360
1093744286,METRO WEST REHAB CORP,150 FLANDERS RD,WESTBOROUGH,MA,015811017
1285663385,GEORGIA DEPARTMENT OF HUMAN RESOURCES,705 NORTH DIVISION STREET NW,ROME,GA,301651454
1063441293,EMANATE HEALTH MEDICAL CENTER,1115 S SUNSET AVE,WEST COVINA,CA,917903940
1053340158,WELLMONT HEALTH SYSTEM,1519 MAIN ST,SNEEDVILLE,TN,37869
1295764330,BAPTIST HOSPITALS OF SOUTHEAST TEXAS,608 STRICKLAND DR,ORANGE,TX,776304717
1386673531,NMVAHCS,1501 SAN PEDRO DR SE,ALBUQUERQUE,NM,871085153
1043249204,DEPARTMENT OF STATE HOSPITALS,3102 E HIGHLAND AVE,PATTON,CA,923697813
1235168394,INSTITUTO PSICOTERAPEUTICO DE PR,TORRE AUXILIO MUTUO OFICINA 410,SAN JUAN,PR,00917
1396774451,OVERTON BROOKS VAMC,510 E STONER AVE,SHREVEPORT,LA,711014243
1609805738,INSTITUTO PSICOTERAPEUTICO DE PR,AVE GAUTIER BENITEZ LOCAL B5 CONSOLIDATED MALL,CAGUAS,PR,00725
1629007752,DELAWARE VALLEY MENTAL HEALTH FOUNDATIONS,833 E BUTLER AVE,DOYLESTOWN,PA,189012280
1619906765,"LIFECARE HOSPITALS, INC",9320 LINWOOD AVE,SHREVEPORT,LA,711067003
1801825005,HOSPITAL SERVICE DISTRICT #2 OF LASALLE PARISH,187 NINTH STREET,JENA,LA,713422780
1063441269,"KINDRED HOSPITALS EAST, LLC",1500 SW 1ST AVE FL 5,OCALA,FL,344744004
1306875505,STURDY MEMORIAL HOSPITAL,588 DIGHTON AVE,TAUNTON,MA,027804399
1093744187,BAPTIST HOSPITALS OF SOUTHEAST TEXAS,3080 COLLEGE ST,BEAUMONT,TX,777014606
1801825997,MERCY HEALTH-ALLEN HOSPITAL LLC,200 W LORAIN ST,OBERLIN,OH,440741026
1437188505,OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE LLC,7855 HOWELL BLVD STE 100,BATON ROUGE,LA,708075256
1831128602,SOUTHERN INYO HEALTHCARE DISTRICT,501 E. LOCUST STREET,LONE PINE,CA,93545
1134158900,STATE OF WEST VIRGINIA WELCH COMMUNITY HOSPITAL,454 MCDOWELL ST,WELCH,WV,248012029
1437188216,"DMC-MEMPHIS, LLC",3000 GETWELL RD,MEMPHIS,TN,38118
1770512626,NEBRASKA MEDICAL CENTER,985190 NEBRASKA MEDICAL CTR,OMAHA,NE,681985190
1629007430,OHIO COUNTY HOSPITAL CORPORATION,1211 OLD MAIN ST,HARTFORD,KY,423471619
1083643803,ST. JOSEPH REGIONAL HEALTH NETWORK,640 WALNUT ST,READING,PA,196013504
1962431791,"THE CENTER FOR ADVANCED REPRODUCTIVE SERVICES, P.C",877 PLAINVILLE AVE,FARMINGTON,CT,060323121
1255360137,"HHC RIVER PARK, INC.",1230 SIXTH AVENUE,HUNTINGTON,WV,25701
1225067101,HOLY CROSS HOSPITAL,1500 FOREST GLEN RD,SILVER SPRING,MD,209101483
1932138823,"WILLOUGH HEALTHCARE, INC",9001 TAMIAMI TRL E,NAPLES,FL,341133304
1275562027,AVERA MCKENNAN,110 S LOGAN AVE,GREGORY,SD,575331614
1154350049,EDGERTON HOSPITAL AND HEALTH SERVICES INC.,11101 N SHERMAN RD,EDGERTON,WI,535349002
1386673283,JAMES H. QUILLEN VA MEDICAL CENTER,JAMES H. QUILLEN/VAMC,MOUTAIN HOME,TN,37684
1154350064,AVERA MCKENNAN,909 NORTH IOWA AVE,DELL RAPIDS,SD,570221231
1497784144,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 W. MAIN ST.,COLDWATER,OH,458281698
1679502322,"HOSPITAL & MEDICAL FOUNDATION OF PARIS, INC.",721 E COURT ST,PARIS,IL,619442460
1851320519,MARION REGIONAL HEALTHCAER SYSTEM,2829 E HIGHWAY 76,MULLINS,SC,295746035
1255360160,CARSON TAHOE REGIONAL HEALTHCARE,1600 MEDICAL PKWY,CARSON CITY,NV,897034625
1265461180,IDA COUNTY IOWA COMMUNITY HOSPITAL,701 E 2ND ST,IDA GROVE,IA,514451699
1265461867,"HCA HEALTH SERVICES OF OKLAHOMA, INC.",700 NE 13TH ST,OKLAHOMA CITY,OK,731045004
1174552772,"HCA HEALTH SERVICES OF OKLAHOMA, INC.",700 NE 13TH ST,OKLAHOMA CITY,OK,731045004
1083643688,"HCA HEALTH SERVICES OF OKLAHOMA, INC.",700 NE 13TH ST,OKLAHOMA CITY,OK,731045004
1649209263,"APPALACHIAN REGIONAL HEALTHCARE, INC.",9879 KY ROUTE 122,MC DOWELL,KY,416476042
1659300200,HENRIETTA D. GOODALL HOSPITAL INC.,25 JUNE ST,SANFORD,ME,040732621
1003845652,COMANCHE COUNTY HOSPITAL,HC 65 BOX 8A,COLDWATER,KS,670299500
1699704254,CAMDEN CLARK MEMORIAL HOSPITAL CORPORATION,800 GARFIELD AVE,PARKERSBURG,WV,261015340
1285663856,ROCKDALE MEDICAL CENTER INC.,1412 MILSTEAD AVE NE,CONYERS,GA,300123877
1063441640,MEMORIAL HOSPITAL,111 BREWSTER ST,PAWTUCKET,RI,028604400
1649209230,PUBLIC HOSPITAL DISTRICT 1 OF KING COUNTY,400 S 43RD ST,RENTON,WA,980555714
1376572099,MORROW COUNTY HEALTH DISTRICT,564 EAST PIONEER DRIVE,HEPPNER,OR,97836
1083644579,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVE,BATTLE CREEK,MI,490173307
1639109978,"CMSC, LLC",3010 15TH AVE S,GREAT FALLS,MT,594055240
1689604118,PATHOLOGY GROUP OF ST. JOHN'S HEALTH CENTER,1328 22ND ST,SANTA MONICA,CA,904042032
1932139359,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN ST,GUTTENBERG,IA,52052
1760412126,EASTERN SHORE HOSPITAL CENTER/PHYSICIAN GROUP,5262 WOODS RD,CAMBRIDGE,MD,216133796
1235169822,CRITTENDEN HOSPITAL ASSOCIATION,200 W TYLER AVE,WEST MEMPHIS,AR,723014223
1174553598,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL INC,851 LOCUST ST,ROGERSVILLE,TN,37857
1790715381,"NORTHSIDE HOSPITAL, INC.",3620 HOWELL FERRY RD,DULUTH,GA,300963178
1124058615,WELLMONT HEALTH SYSTEM,1 MEDICAL PARK BLVD,BRISTOL,TN,376207430
1245260652,GREENE COUNTY MEDICAL CENTER,1000 W LINCOLN WAY,JEFFERSON,IA,501291645
1568492916,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL INC,11700 N MERIDIAN ST,CARMEL,IN,460324656
1083644348,UMC WEKIVA SPRINGS,3947 SALISBURY RD NORTH,JACKSONVILLE,FL,32216
1508896861,ST JOSEPHS HOSPITAL AND HEALTH CENTER,30 7TH ST W,DICKINSON,ND,586014335
1770513236,"MOAB VALLEY HEALTHCARE, INC",450 W WILLIAMS WAY,MOAB,UT,845322065
1265462576,VA SANDIEGO HEALTH CARE SYSTEM,VA SANDIEGO HEALTHCARE SYSTEM,SAN DIEGO,CA,921610001
1659301273,RICHLAND HOSPITAL,333 E 2ND ST,RICHLAND CENTER,WI,535811914
1215967831,BAPTIST HEALTH,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205
1700816048,BAYSTATE NOBLE HOSPITAL CORPORATION,115 W SILVER ST,WESTFIELD,MA,010853628
1043240682,BAPTIST HEALTH,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205
1174553796,BAPTIST HEALTH,3050 TWIN RIVERS DR,ARKADELPHIA,AR,719234218
1790715985,"COMMONWEALTH REGIONAL SPECIALTY HOSPITAL, INC.",250 PARK ST,BOWLING GREEN,KY,421011760
1134159320,COUNTY OF LOS ANGELES AUDITOR CONTROLLER,14445 OLIVE VIEW DR,SYLMAR,CA,913421437
1043240351,BARIX CLINICS OF PENNSYLVANIA LLC,280 MIDDLETOWN BLVD,LANGHORNE,PA,190471816
1295765261,"BERKSHIRE MEDICAL CENTER, INC",725 NORTH ST,PITTSFIELD,MA,012014109
1457381436,SAN GABRIEL COMM. MENTAL HEALTH,NL14 VIA 22,CAROLINA,PR,009833941
1598795585,"WELLSTAR ATLANTA MEDICAL CENTER, INC",303 PARKWAY DR NE,ATLANTA,GA,303121212
1558391771,ASCENSION SACRED HEART EMERALD COAST,7800 US HIGHWAY 98 W,MIRAMAR BEACH,FL,325507228
1922038082,"KEYSTONE WSNC, LLC",3637 OLD VINEYARD RD,WINSTON SALEM,NC,271044842
1477583334,"NEW MEDICAL HORIZONS II, LTD.",10655 STEEPLETOP DR,HOUSTON,TX,770654222
1598795502,BLADEN COUNTY HOSPITAL,501 S POPLAR ST,ELIZABETHTOWN,NC,283379375
1326078288,"DELRAY MEDICAL CENTER, INC.",5352 LINTON BLVD,DELRAY BEACH,FL,334846514
1407886385,"DES PERES HOSPITAL, INC.",2345 DOUGHERTY FERRY RD,SAINT LOUIS,MO,631223313
1043240922,ST. CROIX REGIONAL MEDICAL CENTER,235 STATE ST,SAINT CROIX FALLS,WI,540244117
1528098530,ST JOSEPHS HOSPITAL OF THE HOSPITAL SISTERS OF THE THIRD ORDER OF ST F,1701 DOUSMAN ST,GREEN BAY,WI,543033211
1801826839,BAYLOR SCOTT & WHITE MEDICAL CENTER - CENTENNIAL,12505 LEBANON RD,FRISCO,TX,75035
1558391706,RUSH OAK PARK HOSPITAL INC,520 S MAPLE AVE,OAK PARK,IL,603041022
1720018971,"PIKE HEALTH SERVICES, INC",100 DAWN LANE,WAVERLY,OH,456909138
1508896499,ATOKA COUNTY HEALTHCARE AUTHORITY,1200 WEST LIBERTY ROAD,ATOKA,OK,745251621
1720018757,MEDDAC-WACH,5092 SUPERIOR VALLEY CT # B,FORT IRWIN,CA,923102046
1902836943,DLP CENTRAL CAROLINA MEDICAL CENTER LLC,1135 CARTHAGE ST,SANFORD,NC,273304162
1083644033,CLEVELAND CLINIC WESTON HOSPITAL NONPROFIT CORPORATION,3100 WESTON RD,WESTON,FL,333313602
1235169418,VACCHCS,2615 E CLINTON AVE,FRESNO,CA,937032223
1679503858,"SWSC-HURST, L.P.",1612 HURST TOWN CENTER DR,HURST,TX,760546236
1033149083,"COMMUNITYHOSPITALOFLOSGATOS,INC.",815 POLLARD RD,LOS GATOS,CA,950321438
1649200601,"CGH HOSPITAL, LTD.",3100 DOUGLAS RD,CORAL GABLES,FL,331346914
1093745051,JOHNSON MEMORIAL HEALTH SERVICES,1282 WALNUT ST,DAWSON,MN,562322333
1699705426,TENET HOSPITALS LIMITED,9440 POPPY DR,DALLAS,TX,752183652
1184654923,"DOCTORS MEDICAL CENTER OF MODESTO, INC.",1441 FLORIDA AVE,MODESTO,CA,953504405
1447280284,LORETTO HOSPITAL,645 S CENTRAL AVE,CHICAGO,IL,606445059
1538199617,MARIAN HEALTH CENTER-SMHC,801 5TH ST,SIOUX CITY,IA,511011326
1992735088,DIGNITY HEALTH,3555 S VAL VISTA DR,GILBERT,AZ,852967323
1609806447,STRATTON VA HOSPITAL,113 HOLLAND AVE,ALBANY,NY,122083410
1487684122,UNION COUNTY HOSPITAL AUTHORITY,35 HOSPITAL RD,BLAIRSVILLE,GA,305123139
1699705335,ZABLOCKI VA HOSPITAL,5000 W NATIONAL AVE,MILWAUKEE,WI,532950001
1407886146,"MISSISSIPPI HOSPITAL FOR RESTORATIVE CARE, INC.",1225 N STATE ST,JACKSON,MS,392022064
1801826912,WELLMONT HEALTH SYSTEM,1990 HOLTON AVE E,BIG STONE GAP,VA,24219
1760412530,UTAH VALLEY SPECIALTY HOSPITAL INC,306 RIVER BEND LN,PROVO,UT,84604
1619907482,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,674491697
1104856095,"DESERT REGIONAL MEDICAL CENTER, INC.",1150 N INDIAN CANYON DR,PALM SPRINGS,CA,922624872
1285664177,MERCY HOSPITALS EAST COMMUNITIES,901 E 5TH ST,WASHINGTON,MO,630903127
1093745986,RIVER PARISHES HOSPITAL LLC,500 RUE DE SANTE,LA PLACE,LA,700685418
1609806504,VA MEDICAL CENTER,940 CAPELLA CREEK WAY,GRAYSON,GA,300171578
1780614685,WASHINGTON TOWNSHIP HOSPITAL DISTRICT,2000 MOWRY AVE,FREMONT,CA,945381716
1437189339,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,4315 DIPLOMACY DR,ANCHORAGE,AK,99508
1992736649,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,1055 N CURTIS RD,BOISE,ID,837061309
1023048717,"TENET HEALTHSYSTEM GRADUATE, LLC",1800 LOMBARD ST,PHILADELPHIA,PA,191468400
1417987116,BEHAVIORAL HOSPITAL OF SHREVEPORT,2025 DESOTO ST,SHREVEPORT,LA,711034717
1326078023,LAUREL OAKS BEHAVIORAL HEALTH CENTER INC,700 E COTTONWOOD RD,DOTHAN,AL,363013644
1629009311,DANIEL S SMITHPETER MD,29466 PINTAIL DRIVE,EASTON,MD,21601
1538190228,"DANIEL S. SMITHPETER, MD",29466 PINTAIL DR,EASTON,MD,21601
1407887193,MEDICINE LODGE MEMORIAL HOSPITAL,701 N WALNUT ST,MEDICINE LODGE,KS,671041018
1013948595,THE MOUNT SINAI HOSPITAL,2510 30TH AVE,LONG ISLAND CITY,NY,111022448
1093746794,"HCA HEALTH SERVICES OF NEW HAMPSHIRE, INC.",1 PARKLAND DR,DERRY,NH,030382746
1649201104,"ETHICUS HOSPITAL-SHREVEPORT, LLC",2105 AIRLINE DR,BOSSIER CITY,LA,711113105
1710918362,HENRY FORD HEALTH SYSTEM,7100 BERRYHILL ST,WEST BLOOMFIELD,MI,483225101
1992736599,"DOCTORS HOSPITAL OF MANTECA, INC.",1205 E NORTH ST,MANTECA,CA,953364932
1144251539,"MEADOWCREST HOSPITAL, LLC",2500 BELLE CHASSE HWY,TERRYTOWN,LA,700567127
1255362851,SHERIDAN MEMORIAL HOSPITAL ASSOCIATION,440 W LAUREL AVE,PLENTYWOOD,MT,592541526
1780615492,CITY OF CARIBOU,163 VAN BUREN RD,CARIBOU,ME,047363567
1518998020,"GOLDEN AGE SENIOR CARE HOSPITAL, LLC",4310 S GRAND ST,MONROE,LA,712026322
1477584993,"JFK MEMORIAL HOSPITAL, INC.",47-111 MONROE STREET,INDIO,CA,92201
1669403192,NACOGDOCHES COUNTY HOSPITAL DISTRICT,1204 N MOUND ST,NACOGDOCHES,TX,759614027
1184655417,"TENET HEALTHSYSTEM NORRIS, INC.",1441 EASTLAKE AVE.,LOS ANGELES,CA,90033
1992736458,GREAT PLAINS OF CHEYENNE CO. INC,210 W 1ST ST,ST FRANCIS,KS,677560547
1104857671,"LIFEMARK HOSPITALS OF LOUISIANA, INC.",180 W ESPLANADE AVE,KENNER,LA,700652467
1144251638,"CENTERSTONE OF FLORIDA, INC.",2020 26TH AVE E,BRADENTON,FL,342087753
1861423352,"LAKE POINTE PARTNERS, LTD.",6800 SCENIC DR,ROWLETT,TX,750884552
1184655797,"AMISUB IRVINE MEDICAL CENTER), INC.",16200 SAND CANYON AVE,IRVINE,CA,926183714
1508897059,MAINEHEALTH,216 VAUGHAN ST,PORTLAND,ME,04102
1922039320,"HUTCHINSON REGIONAL MEDICAL CENTER, INC.",1701 E 23RD AVE,HUTCHINSON,KS,675021105
1417988833,SALT LAKE REGIONAL MEDICAL CENTER LP,1050 E SOUTH TEMPLE,SALT LAKE CITY,UT,841021507
1821029117,"TENET HEALTHSYSTEM MEMORIAL MEDICAL CENTER, INC.",2700 NAPOLEON AVE,NEW ORLEANS,LA,701156914
1306876065,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,392164606
1568493922,UNIVERSITY OF CALIFORNIA IRVINE,3751 KATELLA AVE,LOS ALAMITOS,CA,907203101
1770514077,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,750938185
1023049368,CLARION HOSPITAL,1 HOSPITAL DR,CLARION,PA,162148501
1548291883,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSEWAY N.,ALLEN,TX,750135465
1457382798,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL DRIVE,KAUFMAN,TX,751421861
1629009964,MERCY HEALTH YOUNGSTOWN LLC,667 EASTLAND AVE SE,WARREN,OH,444844503
1063442770,HIALEAH HOSPITAL INC.,651 E 25TH ST,HIALEAH,FL,330133814
1699705301,FANNIN COUNTY HOSPITAL AUTHORITY,504 LIPSCOMB BLVD,BONHAM,TX,754184028
1225068935,HALE COUNTY HOSPITAL,508 GREENE ST,GREENSBORO,AL,367442316
1912937624,"HILTON HEAD HEALTH SYSTEM, L.P.",25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,299262738
1922039205,"CHCM, INC. DBA COSTA MESA MEDICAL CENTER HOSPITAL",301 VICTORIA ST.,COSTA MESA,CA,926271995
1740211028,GRAYS HARBOR COUNTY PUBLIC HOSPITAL DISTRICT NO 1,600 E. MAIN STREET,ELMA,WA,98541
1689605057,INSTITUTO PSICOTERAPEUTICO DE PR,CARR NUM 2 KM 11 8 EDIFICIO CENTURION PISO 3,BAYAMON,PR,00961
1326079534,CHILDRESS COUNTY HOSPITAL DISTRICT,901 US HIGHWAY 83 N,CHILDRESS,TX,792012320
1023049236,THE GENERAL HOSPITAL CORPORATION,55 FRUIT ST,BOSTON,MA,021142621
1114958337,"CREIGHTON SAINT JOSEPH REGIONAL HEALTH CARE SYSTEM, L.L.C.",601 N 30TH ST,OMAHA,NE,681312137
1750312997,"WELLSTAR NORTH FULTON HOSPITAL, INC",3000 HOSPITAL BLVD,ROSWELL,GA,300764915
1902837156,"INTERHEALTH, INC",2000 OLD HICKORY TRL,DESOTO,TX,751152242
1164453312,SLR PSYCHIATRIC ASSOCIATES,1090 AMSTERDAM AVE,NEW YORK,NY,100251737
1912938606,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,504231227
1043241508,YAKIMA HMA LLC,110 S 9TH AVE,YAKIMA,WA,989023315
1184655581,UNIVERSITY OF CALIFORNIA IRVINE,3700 SOUTH ST,LAKEWOOD,CA,907121419
1508897901,"HOSPITAL GENERAL SAN CARLOS,INC.",1822 AVE. PONCE DE LEON,SAN JUAN,PR,009091906
1104856889,HOSPITAL SAN CARLOS INCORPORADO,CARR. 110 BARRIO PUEBLO,MOCA,PR,006760068
1720019078,KINGS COUNTY HOSPITAL,451 CLARKSON AVE,BROOKLYN,NY,112032057
1073543799,"HOLLYWOOD MEDICAL CENTER, INC.",3600 WASHINGTON ST,HOLLYWOOD,FL,330218216
1407887003,SELF REGIONAL HEALTHCARE,1325 SPRING ST,GREENWOOD,SC,296463860
1609807122,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,293033040
1518998038,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,293033040
1679504955,CUYAHOGA FALLS GENERAL HOSPITAL,1900 23RD ST,CUYAHOGA FALLS,OH,442231404
1669403846,KITTSON MEMORIAL HOSPITAL ASSOCIATION,1010 S BIRCH AVE,HALLOCK,MN,567284215
1811927544,MAURY REGIONAL HOSPITAL,103 JV MANGUBAT DR,WAYNESBORO,TN,384852440
1225068950,ST. LUKES REHABILITAION HOSPITAL,2140 MIDWAY ST,SHREVEPORT,LA,711082206
1568493971,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVE,BOSTON,MA,022155400
1063443455,INDIANA UNIVERSITY HEALTH WEST HOSPITAL INC,1111 RONALD REAGAN PKWY,AVON,IN,461237085
1154352169,TOWNER COUNTY MEDICAL CENTER INC,228 1ST AVE,CANDO,ND,583247500
1760413777,"THEDACARE MEDICAL CENTER - BERLIN, INC.",225 MEMORIAL DRIVE,BERLIN,WI,549231243
1104857119,PUBLIC HEALTH TRUST OF MIAMI DADE COUNTY FLORIDA,160 NW 170TH ST,NORTH MIAMI BEACH,FL,331695521
1952332801,THE NEW YORK AND PRESBYTERIAN HOSPITAL,525 E 68TH ST,NEW YORK,NY,100214870
1376574277,"NORTHSIDE HOSPITAL, INC.",1200 NORTHSIDE FORSYTH DR,CUMMING,GA,300417659
1558392563,"LAHEY CLINIC HOSPITAL, INC.",41 MALL RD,BURLINGTON,MA,018050001
1497786412,PINE RIDGE INDIAN HEALTH SERVICE HOSPITAL,EAST HIGHWAY 18,PINE RIDGE,SD,577709998
1457382483,"AMISUB OF SOUTH CAROLINA, INC.",222 S HERLONG AVE,ROCK HILL,SC,297321158
1801827787,KEOKUK AREA HOSPITAL,1600 MORGAN ST,KEOKUK,IA,526323456
1144251059,NORTH COUNTRY HOSPITAL & HEALTH CENTER INC,189 PROUTY DR,NEWPORT,VT,058559326
1053342816,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662
1366473183,KALEIDA HEALTH,100 HIGH ST,BUFFALO,NY,142031126
1710918545,REGENTS OF THE UNIVERSITY OF CALIFORNIA,2315 STOCKTON BLVD,SACRAMENTO,CA,958172201
1578595302,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD,GREENWOOD,MS,38930
1992737761,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON ST,NEWTON,MA,024621607
1326079260,HOSPITAL AUTHORITY OF LIBERTY COUNTY,462 E G MILES PARKWAY,HINESVILLE,GA,313134000
1588695514,HERNANDO HMA LLC,17240 CORTEZ BLVD,BROOKSVILLE,FL,346018921
1003847047,HERNANDO HMA LLC,10461 QUALITY DR,SPRING HILL,FL,346099634
1952332991,KONA HOSPITAL,79-1019 HAUKAPILA ST,KEALAKEKUA,HI,967507920
1104857994,"TENET HEALTHSYSTEM DI, INC.",2345 DOUGHERTY FERRY RD,SAINT LOUIS,MO,631223313
1013948801,"TENET HEALTHSYSTEM DI, INC.",2345 DOUGHERTY FERRY RD,SAINT LOUIS,MO,631223313
1992737613,BLACKHAWK MANGUM LLC,ONE WICKERSHAM DR,MANGUM,OK,735549117
1912939703,CHILDREN'S HOSPITAL,111 MICHIGAN AVE NW,WASHINGTON,DC,200102978
1184655136,COUNTY OF CLAY,911 STACEY BURK DR,FLORA,IL,628393241
1700817756,UNIVERSITY OF CALIFORNIA IRVINE,1301 N ROSE DR,PLACENTIA,CA,928703802
1689606220,"TENET HEALTHSYSTEM HOSPITALS DALLAS, INC.",7 MEDICAL PKWY,DALLAS,TX,752347823
1497787113,LBJ TROPICAL MEDICAL CENTER,"FAGAALU, AMERICAN SAMOA",PAGO PAGO,AS,96799
1609807585,KEOKUK AREA HOSPITAL,1600 MORGAN ST,KEOKUK,IA,526323456
1518998491,KEOKUK AREA HOSPITAL,1600 MORGAN ST,KEOKUK,IA,526323456
1548292220,HOLY ROSARY HEALTHCARE,2600 WILSON ST,MILES CITY,MT,593015094
1518998699,"UNITED HEALTH SERVICES HOSPITALS, INC.",10-42 MITCHELL AVE,BINGHAMTON,NY,139031617
1730110826,"EVANS MEMORIAL HOSPITAL, INC.",200 N RIVER ST,CLAXTON,GA,304171659
1780615880,"TH HEALTHCARE ,LTD.",1313 HERMANN DR,HOUSTON,TX,770047005
1154353993,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY RD,CLEVELAND,OH,441303417
1649201898,PETALUMA EMERGENCY PHYSICIANS MEDICAL CORPORATION,400 N MCDOWELL BLVD,PETALUMA,CA,949542339
1972534139,"AMISUB NORTHRIDGE HOSPITAL ,INC.",5757 N DIXIE HWY,OAKLAND PARK,FL,333344135
1720019995,"NORTH SHORE MEDICAL CENTER, INC.",1100 NW 95TH ST,MIAMI,FL,331502038
1942231063,HARBOR POINT BEHAVIORAL HEALTH CENTER INC,860 KEMPSVILLE RD,NORFOLK,VA,235023920
1952333692,GREATER BALTIMORE MEDICAL CENTER,6569 N CHARLES ST,BALTIMORE,MD,212046831
1518999267,BLUE RIDGE HOSPITAL SYSTEM INC,78 BROAD ST,SPRUCE PINE,NC,287778937
1053342220,HAVENWYCK HOSPITAL INC,1525 UNIVERSITY DR,AUBURN HILLS,MI,483262673
1841221017,"NORTHSHORE REGIONAL MEDICAL CENTER, LLC",100 MEDICAL CENTER DR,SLIDELL,LA,704615520
1144251216,"PALM BEACH GARDENS COMMUNITY HOSPITAL, INC.",3360 BURNS RD,PALM BEACH GARDENS,FL,334104323
1689606345,"HOUSTON SPECIALTY HOSPITAL, INC.",1300 BINZ ST,HOUSTON,TX,770047016
1568493641,"LIFEMARK HOSPITALS OF FLORIDA, INC.",2001 W 68TH ST,HIALEAH,FL,330161801
1891727475,"RHSC EL PASO, INC.",1740 CURIE DR,EL PASO,TX,799022901
1417989278,BATH COUNTY COMMUNITY HOSPITAL,106 PARK DRIVE,HOT SPRINGS,VA,24445
1861424459,SOUTHWEST EMERGENCY ASSOCIATES,2909 MILITARY RD,BENTON,AR,720152721
1821020421,"SOLIS HEALTHCARE, LP",5800 RIDGE AVE,PHILADELPHIA,PA,191281737
1568494060,"VA HEALTH CARE SYSTEM, SALT LAKE CITY, UT",500 FOOTHILL BLVD,SALT LAKE CITY,UT,841480001
1598797094,"SLH VISTA, INC.",3635 VISTA AVE,SAINT LOUIS,MO,631102539
1932131489,"SAN RAMON REGIONAL MEDICAL CENTER, LLC",6001 NORRIS CANYON RD,SAN RAMON,CA,945835400
1205868627,TYLER HOLMES MEMORIAL HOSPITAL,409 TYLER HOLMES DR,WINONA,MS,389671521
1952333205,"ST. MARY'S MEDICAL CENTER, INC",901 45TH ST,WEST PALM BEACH,FL,334072413
1770515991,"GOOD SAMARITAN MEDICAL CENTER, INC.",1309 N FLAGLER DR,WEST PALM BEACH,FL,334013406
1467484972,OHIOHEALTH CORPORATION,3535 OLENTANGY RIVER RD,COLUMBUS,OH,432143908
1245262757,ATLANTICARE REGIONAL MEDICAL CENTER,1925 PACIFIC AVE,ATLANTIC CITY,NJ,084016713
1811929060,BOX BUTTE GENERAL HOSPITAL,2101 BOX BUTTE AVE,ALLIANCE,NE,693014445
1174555692,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,461768580
1639101199,REGIONAL WEST MEDICAL CENTER,4021 AVENUE B,SCOTTSBLUFF,NE,693614602
1639101108,"TH HEALTHCARE, LTD.",602 HURST ST,CENTER,TX,759353414
1992737464,ROSEBURG VA HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD,ROSEBURG,OR,974706513
1215969787,TENET HOSPITALS LIMITED,1625 MEDICAL CENTER ST,EL PASO,TX,799025005
1528090669,HENRY COUNTY MEDICAL CENTER,301 TYSON AVE,PARIS,TN,382424544
1366474629,THOMAS B FINAN HOSPITAL CENTER,10102 COUNTRY CLUB RD SE,CUMBERLAND,MD,215028339
1538191721,"PCH OPERATIONS, LLC",18688 JEB STUART HWY,STUART,VA,241711559
1811929359,"SAN DIMAS COMMUNITY HOSPITAL, INC.",1350 W COVINA BLVD,SAN DIMAS,CA,917733245
1972535318,"WELLSTAR SPALDING REGIONAL HOSPITAL, INC",601 S 8TH ST,GRIFFIN,GA,302244213
1639101116,"SIERRA VISTA HOSPITAL, INC.",1010 MURRAY ST,SAN LUIS OBISPO,CA,934058800
1477585958,KEARNEY CO HEALTH SERVICES,727 E 1ST ST,MINDEN,NE,68959
